complaint_type,complaint_desc,borough,count
Maintenance or Facility,Structure - Outdoors,MANHATTAN,28
Maintenance or Facility,Structure - Outdoors,QUEENS,21
Maintenance or Facility,Structure - Outdoors,STATEN ISLAND,7
Maintenance or Facility,Unsecured Facility,BRONX,10
Maintenance or Facility,Unsecured Facility,BROOKLYN,10
Maintenance or Facility,Unsecured Facility,MANHATTAN,5
Maintenance or Facility,Unsecured Facility,QUEENS,7
Maintenance or Facility,Unsecured Facility,STATEN ISLAND,3
Maintenance or Facility,Unsecured Facility,Unspecified,1
Missed Collection (All Materials),1 Missed Collection,BRONX,25
Missed Collection (All Materials),1 Missed Collection,BROOKLYN,124
Missed Collection (All Materials),1 Missed Collection,MANHATTAN,26
Missed Collection (All Materials),1 Missed Collection,QUEENS,96
Missed Collection (All Materials),1 Missed Collection,STATEN ISLAND,55
Missed Collection (All Materials),1R Missed Recycling-All Materials,BRONX,3
Missed Collection (All Materials),1R Missed Recycling-All Materials,BROOKLYN,34
Missed Collection (All Materials),1R Missed Recycling-All Materials,MANHATTAN,3
Missed Collection (All Materials),1R Missed Recycling-All Materials,QUEENS,35
Missed Collection (All Materials),1R Missed Recycling-All Materials,STATEN ISLAND,18
Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,BRONX,5
Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,BROOKLYN,22
Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,MANHATTAN,10
Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,QUEENS,13
Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,STATEN ISLAND,4
Missed Collection (All Materials),1RG Missed Recycling Paper,BRONX,5
Missed Collection (All Materials),1RG Missed Recycling Paper,BROOKLYN,27
Missed Collection (All Materials),1RG Missed Recycling Paper,MANHATTAN,11
Missed Collection (All Materials),1RG Missed Recycling Paper,QUEENS,19
Missed Collection (All Materials),1RG Missed Recycling Paper,STATEN ISLAND,12
Missed Collection (All Materials),2 Bulk-Missed Collection,BRONX,14
Missed Collection (All Materials),2 Bulk-Missed Collection,BROOKLYN,54
Missed Collection (All Materials),2 Bulk-Missed Collection,MANHATTAN,17
Missed Collection (All Materials),2 Bulk-Missed Collection,QUEENS,58
Missed Collection (All Materials),2 Bulk-Missed Collection,STATEN ISLAND,11
Missed Collection (All Materials),2R Bulk-Missed Recy Collection,BRONX,6
Missed Collection (All Materials),2R Bulk-Missed Recy Collection,BROOKLYN,36
Missed Collection (All Materials),2R Bulk-Missed Recy Collection,MANHATTAN,3
Missed Collection (All Materials),2R Bulk-Missed Recy Collection,QUEENS,26
Missed Collection (All Materials),2R Bulk-Missed Recy Collection,STATEN ISLAND,17
Mobile Food Vendor,Equipment,BRONX,1
Mobile Food Vendor,Equipment,MANHATTAN,1
Mobile Food Vendor,Equipment,QUEENS,2
Mobile Food Vendor,Food Source/Protection,BRONX,1
Mobile Food Vendor,Food Source/Protection,BROOKLYN,1
Mobile Food Vendor,Food Source/Protection,MANHATTAN,3
Mobile Food Vendor,Food Source/Protection,QUEENS,1
Mobile Food Vendor,Food Worker Activity,MANHATTAN,3
Mobile Food Vendor,Food Worker Activity,QUEENS,2
Mobile Food Vendor,Garbage,BROOKLYN,1
Mobile Food Vendor,Garbage,MANHATTAN,2
Mobile Food Vendor,Permit/License/Certificate,BRONX,1
Mobile Food Vendor,Permit/License/Certificate,BROOKLYN,5
Mobile Food Vendor,Permit/License/Certificate,MANHATTAN,3
Mobile Food Vendor,Permit/License/Certificate,QUEENS,3
Mobile Food Vendor,Permit/License/Certificate,STATEN ISLAND,1
Mobile Food Vendor,Placement,BROOKLYN,1
Mobile Food Vendor,Placement,MANHATTAN,3
Mobile Food Vendor,Placement,QUEENS,2
Mobile Food Vendor,Smoke/Odor,MANHATTAN,1
Mobile Food Vendor,Smoke/Odor,QUEENS,1
Mold,Public Complaint - Comm Location,MANHATTAN,1
Mold,Public Complaint - Comm Location,STATEN ISLAND,1
Mosquitoes,Large Number of Mosquitoes,BRONX,2
Mosquitoes,Large Number of Mosquitoes,BROOKLYN,5
Mosquitoes,Large Number of Mosquitoes,MANHATTAN,2
Mosquitoes,Large Number of Mosquitoes,QUEENS,5
New Tree Request,For One Address,BRONX,14
New Tree Request,For One Address,BROOKLYN,76
New Tree Request,For One Address,MANHATTAN,52
New Tree Request,For One Address,QUEENS,55
New Tree Request,For One Address,STATEN ISLAND,22
New Tree Request,For One Address,Unspecified,6
Noise,Noise, Barking Dog (NR5),BRONX,9
Noise,Noise, Barking Dog (NR5),BROOKLYN,31
Noise,Noise, Barking Dog (NR5),MANHATTAN,14
Noise,Noise, Barking Dog (NR5),QUEENS,26
Noise,Noise, Barking Dog (NR5),STATEN ISLAND,13
Noise,Noise, Ice Cream Truck (NR4),BRONX,3
Noise,Noise, Ice Cream Truck (NR4),BROOKLYN,12
Noise,Noise, Ice Cream Truck (NR4),MANHATTAN,9
Noise,Noise, Ice Cream Truck (NR4),QUEENS,5
Noise,Noise, Ice Cream Truck (NR4),STATEN ISLAND,1
Noise,Noise, Ice Cream Truck (NR4),Unspecified,1
Noise,Noise, Other Animals (NR6),BROOKLYN,1
Noise,Noise, Other Animals (NR6),QUEENS,1
Noise,Noise, Other Animals (NR6),STATEN ISLAND,1
Noise,Noise:  lawn care equipment (NCL),BRONX,2
Noise,Noise:  lawn care equipment (NCL),BROOKLYN,4
Noise,Noise:  lawn care equipment (NCL),MANHATTAN,5
Noise,Noise:  lawn care equipment (NCL),QUEENS,1
Noise,Noise:  lawn care equipment (NCL),STATEN ISLAND,2
Noise,Noise: Alarms (NR3),BRONX,6
Noise,Noise: Alarms (NR3),BROOKLYN,11
Noise,Noise: Alarms (NR3),MANHATTAN,12
Noise,Noise: Alarms (NR3),QUEENS,58
Noise,Noise: Alarms (NR3),STATEN ISLAND,2
Noise,Noise: Boat(Engine,Music,Etc) (NR10),BRONX,1
Noise,Noise: Boat(Engine,Music,Etc) (NR10),BROOKLYN,1
Noise,Noise: Boat(Engine,Music,Etc) (NR10),QUEENS,2
Noise,Noise: Construction Before/After Hours (NM1),BRONX,16
Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN,111
Noise,Noise: Construction Before/After Hours (NM1),MANHATTAN,147
Noise,Noise: Construction Before/After Hours (NM1),QUEENS,67
Noise,Noise: Construction Before/After Hours (NM1),STATEN ISLAND,11
Noise,Noise: Construction Equipment (NC1),BRONX,7
Noise,Noise: Construction Equipment (NC1),BROOKLYN,57
Noise,Noise: Construction Equipment (NC1),MANHATTAN,62
Noise,Noise: Construction Equipment (NC1),QUEENS,24
Noise,Noise: Construction Equipment (NC1),STATEN ISLAND,4
Noise,Noise: Jack Hammering (NC2),BRONX,1
Noise,Noise: Jack Hammering (NC2),BROOKLYN,13
Noise,Noise: Jack Hammering (NC2),MANHATTAN,20
Noise,Noise: Jack Hammering (NC2),QUEENS,13
Noise,Noise: Jack Hammering (NC2),STATEN ISLAND,1
Noise,Noise: Manufacturing Noise (NK1),BROOKLYN,4
Noise,Noise: Manufacturing Noise (NK1),QUEENS,1
Noise,Noise: Private Carting Noise (NQ1),BROOKLYN,2
Noise,Noise: Private Carting Noise (NQ1),MANHATTAN,6
Noise,Noise: Private Carting Noise (NQ1),QUEENS,6
Noise,Noise: air condition/ventilation equipment (NV1),BRONX,3
Noise,Noise: air condition/ventilation equipment (NV1),BROOKLYN,16
Noise,Noise: air condition/ventilation equipment (NV1),MANHATTAN,38
Noise,Noise: air condition/ventilation equipment (NV1),QUEENS,11
Noise - Commercial,Banging/Pounding,BRONX,10
Noise - Commercial,Banging/Pounding,BROOKLYN,32
Noise - Commercial,Banging/Pounding,MANHATTAN,44
Noise - Commercial,Banging/Pounding,QUEENS,21
Noise - Commercial,Banging/Pounding,STATEN ISLAND,5
Noise - Commercial,Car/Truck Horn,BRONX,1
Noise - Commercial,Car/Truck Horn,BROOKLYN,16
Noise - Commercial,Car/Truck Horn,MANHATTAN,3
Noise - Commercial,Car/Truck Horn,QUEENS,5
Noise - Commercial,Car/Truck Horn,STATEN ISLAND,4
Noise - Commercial,Car/Truck Music,BRONX,20
Noise - Commercial,Car/Truck Music,BROOKLYN,32
Noise - Commercial,Car/Truck Music,MANHATTAN,9
Noise - Commercial,Car/Truck Music,QUEENS,20
Noise - Commercial,Loud Music/Party,BRONX,189
Noise - Commercial,Loud Music/Party,BROOKLYN,364
Noise - Commercial,Loud Music/Party,MANHATTAN,397
Noise - Commercial,Loud Music/Party,QUEENS,302
Noise - Commercial,Loud Music/Party,STATEN ISLAND,23
Noise - Commercial,Loud Talking,BRONX,10
Noise - Commercial,Loud Talking,BROOKLYN,44
Noise - Commercial,Loud Talking,MANHATTAN,39
Noise - Commercial,Loud Talking,QUEENS,24
Noise - Commercial,Loud Talking,STATEN ISLAND,3
Noise - Commercial,Loud Television,BROOKLYN,3
Noise - Commercial,Loud Television,MANHATTAN,1
Noise - Commercial,Loud Television,QUEENS,1
Noise - Helicopter,NYPD,BROOKLYN,17
Noise - Helicopter,NYPD,MANHATTAN,9
Noise - Helicopter,News Gathering,BROOKLYN,3
Noise - Helicopter,News Gathering,MANHATTAN,1
Noise - Helicopter,Other,BRONX,1
Noise - Helicopter,Other,BROOKLYN,15
Noise - Helicopter,Other,MANHATTAN,164
Noise - Helicopter,Other,QUEENS,55
Noise - House of Worship,Loud Music/Party,BRONX,3
Noise - House of Worship,Loud Music/Party,BROOKLYN,4
Noise - House of Worship,Loud Music/Party,MANHATTAN,1
Noise - House of Worship,Loud Talking,BRONX,1
Noise - House of Worship,Loud Talking,BROOKLYN,3
Noise - Park,Loud Music/Party,BRONX,47
Noise - Park,Loud Music/Party,BROOKLYN,57
Noise - Park,Loud Music/Party,MANHATTAN,125
Noise - Park,Loud Music/Party,QUEENS,85
Noise - Park,Loud Music/Party,Unspecified,2
Noise - Park,Loud Talking,BRONX,4
Noise - Park,Loud Talking,BROOKLYN,8
Noise - Park,Loud Talking,MANHATTAN,4
Noise - Park,Loud Talking,QUEENS,15
Noise - Park,Loud Talking,STATEN ISLAND,1
Noise - Residential,Banging/Pounding,BRONX,407
Noise - Residential,Banging/Pounding,BROOKLYN,373
Noise - Residential,Banging/Pounding,MANHATTAN,298
Noise - Residential,Banging/Pounding,QUEENS,250
Noise - Residential,Banging/Pounding,STATEN ISLAND,48
Noise - Residential,Loud Music/Party,BRONX,1744
Noise - Residential,Loud Music/Party,BROOKLYN,1884
Noise - Residential,Loud Music/Party,MANHATTAN,1234
Noise - Residential,Loud Music/Party,QUEENS,1888
Noise - Residential,Loud Music/Party,STATEN ISLAND,294
Noise - Residential,Loud Talking,BRONX,68
Noise - Residential,Loud Talking,BROOKLYN,128
Noise - Residential,Loud Talking,MANHATTAN,130
Noise - Residential,Loud Talking,QUEENS,124
Noise - Residential,Loud Talking,STATEN ISLAND,16
Noise - Residential,Loud Television,BRONX,6
Noise - Residential,Loud Television,BROOKLYN,47
Noise - Residential,Loud Television,MANHATTAN,24
Noise - Residential,Loud Television,QUEENS,19
Noise - Residential,Loud Television,STATEN ISLAND,6
Noise - Street/Sidewalk,Loud Music/Party,BRONX,1686
Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,1164
Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,1814
Noise - Street/Sidewalk,Loud Music/Party,QUEENS,714
Noise - Street/Sidewalk,Loud Music/Party,STATEN ISLAND,49
Noise - Street/Sidewalk,Loud Talking,BRONX,136
Noise - Street/Sidewalk,Loud Talking,BROOKLYN,152
Noise - Street/Sidewalk,Loud Talking,MANHATTAN,221
Noise - Street/Sidewalk,Loud Talking,QUEENS,71
Noise - Street/Sidewalk,Loud Talking,STATEN ISLAND,12
Noise - Vehicle,Car/Truck Horn,BRONX,25
Noise - Vehicle,Car/Truck Horn,BROOKLYN,27
Noise - Vehicle,Car/Truck Horn,MANHATTAN,22
Noise - Vehicle,Car/Truck Horn,QUEENS,298
Noise - Vehicle,Car/Truck Horn,STATEN ISLAND,5
Noise - Vehicle,Car/Truck Music,BRONX,598
Noise - Vehicle,Car/Truck Music,BROOKLYN,354
Noise - Vehicle,Car/Truck Music,MANHATTAN,396
Noise - Vehicle,Car/Truck Music,QUEENS,245
Noise - Vehicle,Car/Truck Music,STATEN ISLAND,22
Noise - Vehicle,Engine Idling,BRONX,41
Noise - Vehicle,Engine Idling,BROOKLYN,61
Noise - Vehicle,Engine Idling,MANHATTAN,89
Noise - Vehicle,Engine Idling,QUEENS,84
Noise - Vehicle,Engine Idling,STATEN ISLAND,4
Non-Emergency Police Matter,Other (complaint details),BRONX,26
Non-Emergency Police Matter,Other (complaint details),BROOKLYN,66
Non-Emergency Police Matter,Other (complaint details),MANHATTAN,32
Non-Emergency Police Matter,Other (complaint details),QUEENS,87
Non-Emergency Police Matter,Other (complaint details),STATEN ISLAND,18
Non-Emergency Police Matter,Trespassing,BRONX,16
Non-Emergency Police Matter,Trespassing,BROOKLYN,28
Non-Emergency Police Matter,Trespassing,MANHATTAN,11
Non-Emergency Police Matter,Trespassing,QUEENS,10
Non-Emergency Police Matter,Trespassing,STATEN ISLAND,1
NonCompliance with Phased Reopening,Business not allowed to be open,BROOKLYN,36
NonCompliance with Phased Reopening,Business not allowed to be open,MANHATTAN,12
NonCompliance with Phased Reopening,Business not allowed to be open,QUEENS,15
NonCompliance with Phased Reopening,Business not allowed to be open,STATEN ISLAND,4
NonCompliance with Phased Reopening,Business not in compliance,BRONX,121
NonCompliance with Phased Reopening,Business not in compliance,BROOKLYN,630
NonCompliance with Phased Reopening,Business not in compliance,MANHATTAN,415
NonCompliance with Phased Reopening,Business not in compliance,QUEENS,404
NonCompliance with Phased Reopening,Business not in compliance,STATEN ISLAND,86
NonCompliance with Phased Reopening,Business not in compliance,Unspecified,1
OUTSIDE BUILDING,ROOF DOOR/HATCH,MANHATTAN,1
OUTSIDE BUILDING,ROOFING,BRONX,1
OUTSIDE BUILDING,ROOFING,BROOKLYN,1
Other Enforcement,E30 Transfer Station,BROOKLYN,1
Other Enforcement,E6 Commercial Waste Disposal,BROOKLYN,6
Other Enforcement,E6 Commercial Waste Disposal,MANHATTAN,1
Other Enforcement,E6 Commercial Waste Disposal,QUEENS,4
Other Enforcement,E99 Other Requests For Enforcement,BRONX,1
Outdoor Dining,Barrier Condition,BRONX,3
Outdoor Dining,Barrier Condition,BROOKLYN,4
Outdoor Dining,Barrier Condition,MANHATTAN,8
Outdoor Dining,Sidewalk Zone Blocked,BRONX,6
Outdoor Dining,Sidewalk Zone Blocked,BROOKLYN,21
Outdoor Dining,Sidewalk Zone Blocked,MANHATTAN,47
Outdoor Dining,Sidewalk Zone Blocked,QUEENS,16
Outdoor Dining,Sidewalk Zone Blocked,STATEN ISLAND,2
Outdoor Dining,Site Setup Condition,BRONX,1
Outdoor Dining,Site Setup Condition,BROOKLYN,14
Outdoor Dining,Site Setup Condition,MANHATTAN,27
Outdoor Dining,Site Setup Condition,QUEENS,6
Outdoor Dining,Site Setup Condition,STATEN ISLAND,1
Outdoor Dining,Street Zone Blocked,BROOKLYN,5
Outdoor Dining,Street Zone Blocked,MANHATTAN,7
Outdoor Dining,Street Zone Blocked,STATEN ISLAND,1
Outdoor Dining,Unauthorized Restaurant,BROOKLYN,2
Outdoor Dining,Unauthorized Restaurant,MANHATTAN,1
Outdoor Dining,Unauthorized Restaurant,QUEENS,2
Overgrown Tree/Branches,Blocking Street,BRONX,5
Overgrown Tree/Branches,Blocking Street,BROOKLYN,23
Overgrown Tree/Branches,Blocking Street,MANHATTAN,2
Overgrown Tree/Branches,Blocking Street,QUEENS,15
Overgrown Tree/Branches,Blocking Street,STATEN ISLAND,4
Overgrown Tree/Branches,Blocking Street,Unspecified,2
Overgrown Tree/Branches,Clear Street Light,BRONX,2
Overgrown Tree/Branches,Clear Street Light,BROOKLYN,3
Overgrown Tree/Branches,Clear Street Light,MANHATTAN,1
Overgrown Tree/Branches,Clear Street Light,QUEENS,8
Overgrown Tree/Branches,Clear Street Light,STATEN ISLAND,3
Overgrown Tree/Branches,Dead Branches in Tree,BRONX,2
Overgrown Tree/Branches,Dead Branches in Tree,BROOKLYN,21
Overgrown Tree/Branches,Dead Branches in Tree,MANHATTAN,3
Overgrown Tree/Branches,Dead Branches in Tree,QUEENS,16
Overgrown Tree/Branches,Dead Branches in Tree,STATEN ISLAND,5
Overgrown Tree/Branches,Hitting Building,BRONX,9
Overgrown Tree/Branches,Hitting Building,BROOKLYN,34
Overgrown Tree/Branches,Hitting Building,MANHATTAN,2
Overgrown Tree/Branches,Hitting Building,QUEENS,37
Overgrown Tree/Branches,Hitting Building,STATEN ISLAND,10
Overgrown Tree/Branches,Hitting Power/Phone Lines,BRONX,9
Overgrown Tree/Branches,Hitting Power/Phone Lines,BROOKLYN,14
Overgrown Tree/Branches,Hitting Power/Phone Lines,QUEENS,33
Overgrown Tree/Branches,Hitting Power/Phone Lines,STATEN ISLAND,24
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,BROOKLYN,3
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,QUEENS,5
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Unspecified,1
PAINT/PLASTER,CABINET,BROOKLYN,2
PAINT/PLASTER,CABINET,MANHATTAN,2
PAINT/PLASTER,CABINET,QUEENS,1
PAINT/PLASTER,CEILING,BRONX,46
PAINT/PLASTER,CEILING,BROOKLYN,39
PAINT/PLASTER,CEILING,MANHATTAN,17
PAINT/PLASTER,CEILING,QUEENS,4
PAINT/PLASTER,CEILING,STATEN ISLAND,6
PAINT/PLASTER,DOOR/FRAME,BRONX,1
PAINT/PLASTER,DOOR/FRAME,BROOKLYN,1
PAINT/PLASTER,WALL,BRONX,27
PAINT/PLASTER,WALL,BROOKLYN,22
PAINT/PLASTER,WALL,MANHATTAN,10
PAINT/PLASTER,WALL,QUEENS,5
PAINT/PLASTER,WALL,STATEN ISLAND,4
PAINT/PLASTER,WINDOW/FRAME,BRONX,1
PLUMBING,BASIN/SINK,BRONX,15
PLUMBING,BASIN/SINK,BROOKLYN,16
PLUMBING,BASIN/SINK,MANHATTAN,15
PLUMBING,BASIN/SINK,QUEENS,6
PLUMBING,BASIN/SINK,STATEN ISLAND,1
PLUMBING,BATHTUB/SHOWER,BRONX,32
PLUMBING,BATHTUB/SHOWER,BROOKLYN,12
PLUMBING,BATHTUB/SHOWER,MANHATTAN,9
PLUMBING,BATHTUB/SHOWER,QUEENS,2
PLUMBING,RADIATOR,BRONX,5
PLUMBING,RADIATOR,BROOKLYN,2
PLUMBING,SEWER,BROOKLYN,1
PLUMBING,STEAM PIPE/RISER,BROOKLYN,3
PLUMBING,STEAM PIPE/RISER,MANHATTAN,1
PLUMBING,STEAM PIPE/RISER,QUEENS,2
PLUMBING,TOILET,BRONX,15
PLUMBING,TOILET,BROOKLYN,12
PLUMBING,TOILET,MANHATTAN,12
PLUMBING,TOILET,QUEENS,4
PLUMBING,TOILET,STATEN ISLAND,3
PLUMBING,WATER SUPPLY,BRONX,34
PLUMBING,WATER SUPPLY,BROOKLYN,37
PLUMBING,WATER SUPPLY,MANHATTAN,20
PLUMBING,WATER SUPPLY,QUEENS,14
PLUMBING,WATER SUPPLY,STATEN ISLAND,2
Peeling Paint,Peeling Paint Inside Home,BRONX,1
Pet Shop,Dogs or Cats Not Sold,QUEENS,1
Pet Shop,Dogs or Cats Sold,QUEENS,1
Plant,DRY WEATHER DISCHARGE - DWD,BRONX,1
Plant,DRY WEATHER DISCHARGE - DWD,QUEENS,1
Plant,Plants- Odor Related Problems (PO1),BROOKLYN,2
Plant,Plants- Odor Related Problems (PO1),QUEENS,1
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),BROOKLYN,2
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),MANHATTAN,2
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),QUEENS,8
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),STATEN ISLAND,1
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,BRONX,1
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,BROOKLYN,3
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,MANHATTAN,2
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,QUEENS,4
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,BROOKLYN,5
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,MANHATTAN,2
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,QUEENS,3
Plumbing,Plumbing-Defective/Leaking/Not Maintained,BRONX,1
Plumbing,Plumbing-Defective/Leaking/Not Maintained,BROOKLYN,3
Plumbing,Plumbing-Defective/Leaking/Not Maintained,QUEENS,1
Posting Advertisement,Building,MANHATTAN,1
Posting Advertisement,Vehicle,QUEENS,1
Public Payphone Complaint,Damaged Telephone,MANHATTAN,5
Public Payphone Complaint,Graffiti/Litter on Phone,MANHATTAN,1
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,BROOKLYN,1
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,STATEN ISLAND,1
Rodent,Condition Attracting Rodents,BRONX,22
Rodent,Condition Attracting Rodents,BROOKLYN,33
Rodent,Condition Attracting Rodents,MANHATTAN,31
Rodent,Condition Attracting Rodents,QUEENS,28
Rodent,Condition Attracting Rodents,STATEN ISLAND,7
Rodent,Mouse Sighting,BRONX,13
Rodent,Mouse Sighting,BROOKLYN,19
Rodent,Mouse Sighting,MANHATTAN,16
Rodent,Mouse Sighting,QUEENS,11
Rodent,Rat Sighting,BRONX,63
Rodent,Rat Sighting,BROOKLYN,131
Rodent,Rat Sighting,MANHATTAN,96
Rodent,Rat Sighting,QUEENS,52
Rodent,Rat Sighting,STATEN ISLAND,10
Rodent,Rat Sighting,Unspecified,1
Rodent,Signs of Rodents,BRONX,9
Rodent,Signs of Rodents,BROOKLYN,15
Rodent,Signs of Rodents,MANHATTAN,15
Rodent,Signs of Rodents,QUEENS,4
Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,BROOKLYN,2
Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,QUEENS,4
Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,STATEN ISLAND,2
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BRONX,23
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BROOKLYN,36
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,MANHATTAN,5
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,QUEENS,71
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,STATEN ISLAND,34
Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Unspecified,1
SAFETY,CARBON MONOXIDE DETECTOR,BRONX,3
SAFETY,CARBON MONOXIDE DETECTOR,BROOKLYN,2
SAFETY,CARBON MONOXIDE DETECTOR,MANHATTAN,2
SAFETY,CARBON MONOXIDE DETECTOR,STATEN ISLAND,1
SAFETY,FIRE ESCAPE,BRONX,5
SAFETY,FIRE ESCAPE,BROOKLYN,8
SAFETY,FIRE ESCAPE,MANHATTAN,3
SAFETY,FIRE ESCAPE,QUEENS,1
SAFETY,SMOKE DETECTOR,BRONX,3
SAFETY,SMOKE DETECTOR,BROOKLYN,6
SAFETY,SMOKE DETECTOR,MANHATTAN,5
SAFETY,SMOKE DETECTOR,QUEENS,6
SAFETY,WINDOW GUARD BROKEN/MISSING,BRONX,5
SAFETY,WINDOW GUARD BROKEN/MISSING,BROOKLYN,2
SAFETY,WINDOW GUARD BROKEN/MISSING,MANHATTAN,1
SAFETY,WINDOW GUARD BROKEN/MISSING,QUEENS,1
Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,BRONX,4
Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,BROOKLYN,16
Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,MANHATTAN,8
Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,QUEENS,10
Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,STATEN ISLAND,2
Sanitation Condition,22 Weeds,QUEENS,1
Scaffold Safety,Suspended (Hanging) Scaffolds - No Pmt/Lic/Dangerous/Accident,BRONX,1
Scaffold Safety,Suspended (Hanging) Scaffolds - No Pmt/Lic/Dangerous/Accident,BROOKLYN,1
Scaffold Safety,Suspended (Hanging) Scaffolds - No Pmt/Lic/Dangerous/Accident,QUEENS,1
School Maintenance,Graffiti,STATEN ISLAND,2
School Maintenance,Other School Condition,BRONX,1
School Maintenance,Other School Condition,BROOKLYN,2
School Maintenance,Other School Condition,QUEENS,4
School Maintenance,Unclean Condition,BRONX,1
School Maintenance,Unclean Condition,MANHATTAN,1
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX,8
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN,6
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),MANHATTAN,6
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),QUEENS,28
Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),STATEN ISLAND,5
Sewer,Catch Basin Grating Missing (SA4),BRONX,2
Sewer,Catch Basin Grating Missing (SA4),MANHATTAN,1
Sewer,Catch Basin Sunken/Damaged/Raised (SC1),BRONX,3
Sewer,Catch Basin Sunken/Damaged/Raised (SC1),BROOKLYN,4
Sewer,Catch Basin Sunken/Damaged/Raised (SC1),MANHATTAN,1
Sewer,Catch Basin Sunken/Damaged/Raised (SC1),QUEENS,7
Sewer,Culvert Blocked/Needs Cleaning (SE),BROOKLYN,1
Sewer,Culvert Blocked/Needs Cleaning (SE),MANHATTAN,1
Sewer,Culvert Blocked/Needs Cleaning (SE),QUEENS,1
Sewer,DAMAGE STRUCTURE/RAILING (SRGDM),QUEENS,1
Sewer,Defective/Missing Curb Piece (SC4),BROOKLYN,1
Sewer,Defective/Missing Curb Piece (SC4),MANHATTAN,1
Sewer,Defective/Missing Curb Piece (SC4),QUEENS,5
Sewer,Highway Flooding (SH),QUEENS,1
Sewer,Manhole Cover Missing (Emergency) (SA3),BRONX,2
Sewer,Manhole Cover Missing (Emergency) (SA3),BROOKLYN,8
Sewer,Manhole Cover Missing (Emergency) (SA3),MANHATTAN,2
Sewer,Manhole Cover Missing (Emergency) (SA3),QUEENS,4
Sewer,Manhole Cover Missing (Emergency) (SA3),STATEN ISLAND,1
Sewer,Manhole Overflow (Use Comments) (SA1),BRONX,1
Sewer,Manhole Overflow (Use Comments) (SA1),BROOKLYN,1
Sewer,Manhole Overflow (Use Comments) (SA1),MANHATTAN,2
Sewer,Manhole Overflow (Use Comments) (SA1),QUEENS,9
Sewer,Manhole Overflow (Use Comments) (SA1),STATEN ISLAND,5
Sewer,Other Sewer Problem (Use Comments) (SZZ),BRONX,1
Sewer,Other Sewer Problem (Use Comments) (SZZ),MANHATTAN,4
Sewer,Other Sewer Problem (Use Comments) (SZZ),QUEENS,2
Sewer,RAIN GARDEN DEBRIS (SRGDBR),BRONX,1
Sewer,RAIN GARDEN DEBRIS (SRGDBR),BROOKLYN,3
Sewer,RAIN GARDEN DEBRIS (SRGDBR),QUEENS,5
Sewer,RAIN GARDEN FLOODING (SRGFLD),BROOKLYN,1
Sewer,Sewer Backup (Use Comments) (SA),BRONX,16
Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN,41
Sewer,Sewer Backup (Use Comments) (SA),MANHATTAN,3
Sewer,Sewer Backup (Use Comments) (SA),QUEENS,54
Sewer,Sewer Backup (Use Comments) (SA),STATEN ISLAND,13
Sewer,Sewer Odor (SA2),BRONX,10
Sewer,Sewer Odor (SA2),BROOKLYN,16
