complaint_type,complaint_desc,borough,count
Noise - Commercial,Loud Talking,MANHATTAN,601
Noise - Commercial,Loud Talking,QUEENS,444
Noise - Commercial,Loud Talking,STATEN ISLAND,34
Noise - Commercial,Loud Television,BROOKLYN,21
Noise - Commercial,Loud Television,MANHATTAN,16
Noise - Commercial,Loud Television,QUEENS,14
Noise - Commercial,Loud Television,STATEN ISLAND,2
Noise - Helicopter,NYPD,BRONX,36
Noise - Helicopter,NYPD,BROOKLYN,419
Noise - Helicopter,NYPD,MANHATTAN,215
Noise - Helicopter,NYPD,QUEENS,19
Noise - Helicopter,NYPD,STATEN ISLAND,4
Noise - Helicopter,News Gathering,BRONX,3
Noise - Helicopter,News Gathering,BROOKLYN,59
Noise - Helicopter,News Gathering,MANHATTAN,64
Noise - Helicopter,News Gathering,QUEENS,13
Noise - Helicopter,Other,BRONX,13
Noise - Helicopter,Other,BROOKLYN,362
Noise - Helicopter,Other,MANHATTAN,1485
Noise - Helicopter,Other,QUEENS,887
Noise - Helicopter,Other,STATEN ISLAND,12
Noise - House of Worship,Banging/Pounding,BRONX,3
Noise - House of Worship,Banging/Pounding,BROOKLYN,22
Noise - House of Worship,Banging/Pounding,MANHATTAN,7
Noise - House of Worship,Banging/Pounding,QUEENS,9
Noise - House of Worship,Banging/Pounding,STATEN ISLAND,1
Noise - House of Worship,Loud Music/Party,BRONX,32
Noise - House of Worship,Loud Music/Party,BROOKLYN,102
Noise - House of Worship,Loud Music/Party,MANHATTAN,29
Noise - House of Worship,Loud Music/Party,QUEENS,52
Noise - House of Worship,Loud Music/Party,STATEN ISLAND,4
Noise - House of Worship,Loud Talking,BRONX,11
Noise - House of Worship,Loud Talking,BROOKLYN,24
Noise - House of Worship,Loud Talking,MANHATTAN,10
Noise - House of Worship,Loud Talking,QUEENS,9
Noise - House of Worship,Loud Talking,STATEN ISLAND,2
Noise - House of Worship,Loud Television,BRONX,1
Noise - House of Worship,Loud Television,BROOKLYN,1
Noise - Park,Loud Music/Party,BRONX,1884
Noise - Park,Loud Music/Party,BROOKLYN,812
Noise - Park,Loud Music/Party,MANHATTAN,1551
Noise - Park,Loud Music/Party,QUEENS,731
Noise - Park,Loud Music/Party,STATEN ISLAND,34
Noise - Park,Loud Music/Party,Unspecified,149
Noise - Park,Loud Talking,BRONX,48
Noise - Park,Loud Talking,BROOKLYN,177
Noise - Park,Loud Talking,MANHATTAN,87
Noise - Park,Loud Talking,QUEENS,166
Noise - Park,Loud Talking,STATEN ISLAND,7
Noise - Park,Loud Talking,Unspecified,8
Noise - Residential,Banging/Pounding,BRONX,12079
Noise - Residential,Banging/Pounding,BROOKLYN,11980
Noise - Residential,Banging/Pounding,MANHATTAN,9966
Noise - Residential,Banging/Pounding,QUEENS,8452
Noise - Residential,Banging/Pounding,STATEN ISLAND,1404
Noise - Residential,Banging/Pounding,Unspecified,35
Noise - Residential,Loud Music/Party,BRONX,87644
Noise - Residential,Loud Music/Party,BROOKLYN,39405
Noise - Residential,Loud Music/Party,MANHATTAN,22482
Noise - Residential,Loud Music/Party,QUEENS,34640
Noise - Residential,Loud Music/Party,STATEN ISLAND,5067
Noise - Residential,Loud Music/Party,Unspecified,95
Noise - Residential,Loud Talking,BRONX,1922
Noise - Residential,Loud Talking,BROOKLYN,3515
Noise - Residential,Loud Talking,MANHATTAN,2381
Noise - Residential,Loud Talking,QUEENS,2599
Noise - Residential,Loud Talking,STATEN ISLAND,655
Noise - Residential,Loud Talking,Unspecified,12
Noise - Residential,Loud Television,BRONX,583
Noise - Residential,Loud Television,BROOKLYN,984
Noise - Residential,Loud Television,MANHATTAN,583
Noise - Residential,Loud Television,QUEENS,689
Noise - Residential,Loud Television,STATEN ISLAND,77
Noise - Street/Sidewalk,Loud Music/Party,BRONX,46929
Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,28843
Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,47115
Noise - Street/Sidewalk,Loud Music/Party,QUEENS,13419
Noise - Street/Sidewalk,Loud Music/Party,STATEN ISLAND,1224
Noise - Street/Sidewalk,Loud Music/Party,Unspecified,91
Noise - Street/Sidewalk,Loud Talking,BRONX,3498
Noise - Street/Sidewalk,Loud Talking,BROOKLYN,5033
Noise - Street/Sidewalk,Loud Talking,MANHATTAN,6067
Noise - Street/Sidewalk,Loud Talking,QUEENS,2858
Noise - Street/Sidewalk,Loud Talking,STATEN ISLAND,219
Noise - Street/Sidewalk,Loud Talking,Unspecified,9
Noise - Vehicle,Car/Truck Horn,BRONX,433
Noise - Vehicle,Car/Truck Horn,BROOKLYN,871
Noise - Vehicle,Car/Truck Horn,MANHATTAN,790
Noise - Vehicle,Car/Truck Horn,QUEENS,5607
Noise - Vehicle,Car/Truck Horn,STATEN ISLAND,51
Noise - Vehicle,Car/Truck Horn,Unspecified,1
Noise - Vehicle,Car/Truck Music,BRONX,18254
Noise - Vehicle,Car/Truck Music,BROOKLYN,7231
Noise - Vehicle,Car/Truck Music,MANHATTAN,8216
Noise - Vehicle,Car/Truck Music,QUEENS,4554
Noise - Vehicle,Car/Truck Music,STATEN ISLAND,327
Noise - Vehicle,Car/Truck Music,Unspecified,21
Noise - Vehicle,Engine Idling,BRONX,853
Noise - Vehicle,Engine Idling,BROOKLYN,1795
Noise - Vehicle,Engine Idling,MANHATTAN,1628
Noise - Vehicle,Engine Idling,QUEENS,1620
Noise - Vehicle,Engine Idling,STATEN ISLAND,211
Noise - Vehicle,Engine Idling,Unspecified,1
Non-Emergency Police Matter,Face Covering Violation,BRONX,1520
Non-Emergency Police Matter,Face Covering Violation,BROOKLYN,3371
Non-Emergency Police Matter,Face Covering Violation,MANHATTAN,3181
Non-Emergency Police Matter,Face Covering Violation,QUEENS,2537
Non-Emergency Police Matter,Face Covering Violation,STATEN ISLAND,498
Non-Emergency Police Matter,Face Covering Violation,Unspecified,2
Non-Emergency Police Matter,Other (complaint details),BRONX,736
Non-Emergency Police Matter,Other (complaint details),BROOKLYN,1285
Non-Emergency Police Matter,Other (complaint details),MANHATTAN,859
Non-Emergency Police Matter,Other (complaint details),QUEENS,1822
Non-Emergency Police Matter,Other (complaint details),STATEN ISLAND,396
Non-Emergency Police Matter,Social Distancing,BRONX,9693
Non-Emergency Police Matter,Social Distancing,BROOKLYN,18652
Non-Emergency Police Matter,Social Distancing,MANHATTAN,15956
Non-Emergency Police Matter,Social Distancing,QUEENS,13219
Non-Emergency Police Matter,Social Distancing,STATEN ISLAND,2438
Non-Emergency Police Matter,Social Distancing,Unspecified,15
Non-Emergency Police Matter,Street Con Game,BROOKLYN,1
Non-Emergency Police Matter,Street Con Game,MANHATTAN,3
Non-Emergency Police Matter,Ticket Scalping,MANHATTAN,1
Non-Emergency Police Matter,Trespassing,BRONX,408
Non-Emergency Police Matter,Trespassing,BROOKLYN,804
Non-Emergency Police Matter,Trespassing,MANHATTAN,456
Non-Emergency Police Matter,Trespassing,QUEENS,441
Non-Emergency Police Matter,Trespassing,STATEN ISLAND,49
Non-Emergency Police Matter,Trespassing,Unspecified,1
Non-Residential Heat,Inadequate or No Heat,BRONX,11
Non-Residential Heat,Inadequate or No Heat,BROOKLYN,11
Non-Residential Heat,Inadequate or No Heat,MANHATTAN,6
Non-Residential Heat,Inadequate or No Heat,QUEENS,9
NonCompliance with Phased Reopening,Business not allowed to be open,BRONX,224
NonCompliance with Phased Reopening,Business not allowed to be open,BROOKLYN,875
NonCompliance with Phased Reopening,Business not allowed to be open,MANHATTAN,845
NonCompliance with Phased Reopening,Business not allowed to be open,QUEENS,928
NonCompliance with Phased Reopening,Business not allowed to be open,STATEN ISLAND,193
NonCompliance with Phased Reopening,Business not in compliance,BRONX,2445
NonCompliance with Phased Reopening,Business not in compliance,BROOKLYN,7276
NonCompliance with Phased Reopening,Business not in compliance,MANHATTAN,7159
NonCompliance with Phased Reopening,Business not in compliance,QUEENS,6673
NonCompliance with Phased Reopening,Business not in compliance,STATEN ISLAND,1242
NonCompliance with Phased Reopening,Business not in compliance,Unspecified,6
OUTSIDE BUILDING,GUTTER/LEADER,BRONX,5
OUTSIDE BUILDING,GUTTER/LEADER,BROOKLYN,8
OUTSIDE BUILDING,GUTTER/LEADER,MANHATTAN,3
OUTSIDE BUILDING,GUTTER/LEADER,QUEENS,3
OUTSIDE BUILDING,GUTTER/LEADER,STATEN ISLAND,1
OUTSIDE BUILDING,PAVEMENT,BRONX,16
OUTSIDE BUILDING,PAVEMENT,BROOKLYN,14
OUTSIDE BUILDING,PAVEMENT,MANHATTAN,9
OUTSIDE BUILDING,PAVEMENT,QUEENS,9
OUTSIDE BUILDING,PORCH/BALCONY,BRONX,8
OUTSIDE BUILDING,PORCH/BALCONY,BROOKLYN,8
OUTSIDE BUILDING,PORCH/BALCONY,MANHATTAN,8
OUTSIDE BUILDING,PORCH/BALCONY,QUEENS,6
OUTSIDE BUILDING,PORCH/BALCONY,STATEN ISLAND,2
OUTSIDE BUILDING,ROOF DOOR/HATCH,BRONX,14
OUTSIDE BUILDING,ROOF DOOR/HATCH,BROOKLYN,15
OUTSIDE BUILDING,ROOF DOOR/HATCH,MANHATTAN,9
OUTSIDE BUILDING,ROOF DOOR/HATCH,QUEENS,7
OUTSIDE BUILDING,ROOFING,BRONX,20
OUTSIDE BUILDING,ROOFING,BROOKLYN,31
OUTSIDE BUILDING,ROOFING,MANHATTAN,19
OUTSIDE BUILDING,ROOFING,QUEENS,9
OUTSIDE BUILDING,SKYLIGHT,BRONX,2
OUTSIDE BUILDING,SKYLIGHT,BROOKLYN,8
OUTSIDE BUILDING,SKYLIGHT,MANHATTAN,2
OUTSIDE BUILDING,SKYLIGHT,QUEENS,5
OUTSIDE BUILDING,SKYLIGHT,STATEN ISLAND,1
Other Enforcement,E10 Street Obstruction,BRONX,1
Other Enforcement,E10 Street Obstruction,BROOKLYN,6
Other Enforcement,E10 Street Obstruction,STATEN ISLAND,1
Other Enforcement,E14 ASP/Restricted Parking,MANHATTAN,1
Other Enforcement,E2A Storage Of Receptacles,BRONX,1
Other Enforcement,E2A Storage Of Receptacles,BROOKLYN,5
Other Enforcement,E2A Storage Of Receptacles,QUEENS,5
Other Enforcement,E2A Storage Of Receptacles,STATEN ISLAND,5
Other Enforcement,E30 Transfer Station,MANHATTAN,1
Other Enforcement,E30 Transfer Station,QUEENS,1
Other Enforcement,E3B Sidewalk Obstruction,BRONX,1
Other Enforcement,E3B Sidewalk Obstruction,BROOKLYN,15
Other Enforcement,E3B Sidewalk Obstruction,MANHATTAN,2
Other Enforcement,E3B Sidewalk Obstruction,QUEENS,3
Other Enforcement,E3B Sidewalk Obstruction,STATEN ISLAND,1
Other Enforcement,E6 Commercial Waste Disposal,BRONX,45
Other Enforcement,E6 Commercial Waste Disposal,BROOKLYN,153
Other Enforcement,E6 Commercial Waste Disposal,MANHATTAN,105
Other Enforcement,E6 Commercial Waste Disposal,QUEENS,110
Other Enforcement,E6 Commercial Waste Disposal,STATEN ISLAND,15
Other Enforcement,E6 Commercial Waste Disposal,Unspecified,2
Other Enforcement,E99 Other Requests For Enforcement,BRONX,1
Other Enforcement,E99 Other Requests For Enforcement,BROOKLYN,3
Other Enforcement,E99 Other Requests For Enforcement,MANHATTAN,3
Other Enforcement,E99 Other Requests For Enforcement,QUEENS,3
Outdoor Dining,ADA Ramp Missing,BRONX,1
Outdoor Dining,ADA Ramp Missing,BROOKLYN,10
Outdoor Dining,ADA Ramp Missing,MANHATTAN,7
Outdoor Dining,ADA Ramp Missing,QUEENS,6
Outdoor Dining,Barrier Condition,BRONX,20
Outdoor Dining,Barrier Condition,BROOKLYN,59
Outdoor Dining,Barrier Condition,MANHATTAN,92
Outdoor Dining,Barrier Condition,QUEENS,65
Outdoor Dining,Barrier Condition,STATEN ISLAND,5
Outdoor Dining,Barrier Condition,Unspecified,1
Outdoor Dining,Platform Condition,BROOKLYN,1
Outdoor Dining,Platform Condition,MANHATTAN,1
Outdoor Dining,Platform Condition,QUEENS,2
Outdoor Dining,Sidewalk Zone Blocked,BRONX,43
Outdoor Dining,Sidewalk Zone Blocked,BROOKLYN,220
Outdoor Dining,Sidewalk Zone Blocked,MANHATTAN,440
Outdoor Dining,Sidewalk Zone Blocked,QUEENS,199
Outdoor Dining,Sidewalk Zone Blocked,STATEN ISLAND,27
Outdoor Dining,Sidewalk Zone Blocked,Unspecified,3
Outdoor Dining,Site Setup Condition,BRONX,29
Outdoor Dining,Site Setup Condition,BROOKLYN,112
Outdoor Dining,Site Setup Condition,MANHATTAN,329
Outdoor Dining,Site Setup Condition,QUEENS,129
Outdoor Dining,Site Setup Condition,STATEN ISLAND,5
Outdoor Dining,Site Setup Condition,Unspecified,1
Outdoor Dining,Street Zone Blocked,BRONX,19
Outdoor Dining,Street Zone Blocked,BROOKLYN,96
Outdoor Dining,Street Zone Blocked,MANHATTAN,189
Outdoor Dining,Street Zone Blocked,QUEENS,90
Outdoor Dining,Street Zone Blocked,STATEN ISLAND,6
Outdoor Dining,Street Zone Blocked,Unspecified,3
Outdoor Dining,Table Not in Compliance,BRONX,8
Outdoor Dining,Table Not in Compliance,BROOKLYN,51
Outdoor Dining,Table Not in Compliance,MANHATTAN,115
Outdoor Dining,Table Not in Compliance,QUEENS,78
Outdoor Dining,Table Not in Compliance,STATEN ISLAND,1
Outdoor Dining,Unauthorized Restaurant,BRONX,1
Outdoor Dining,Unauthorized Restaurant,BROOKLYN,14
Outdoor Dining,Unauthorized Restaurant,MANHATTAN,9
Outdoor Dining,Unauthorized Restaurant,QUEENS,13
Outdoor Dining,Unauthorized Restaurant,STATEN ISLAND,1
Outdoor Dining,Utility Cover Blocked,BROOKLYN,2
Outdoor Dining,Utility Cover Blocked,MANHATTAN,2
Outdoor Dining,Utility Cover Blocked,QUEENS,3
Overflowing Litter Baskets,6 Overflowing Litter Baskets,BROOKLYN,1
Overflowing Litter Baskets,6 Overflowing Litter Baskets,MANHATTAN,4
Overflowing Litter Baskets,6 Overflowing Litter Baskets,QUEENS,1
Overgrown Tree/Branches,Blocking Street,BRONX,205
Overgrown Tree/Branches,Blocking Street,BROOKLYN,750
Overgrown Tree/Branches,Blocking Street,MANHATTAN,71
Overgrown Tree/Branches,Blocking Street,QUEENS,897
Overgrown Tree/Branches,Blocking Street,STATEN ISLAND,241
Overgrown Tree/Branches,Blocking Street,Unspecified,27
Overgrown Tree/Branches,Clear Street Light,BRONX,62
Overgrown Tree/Branches,Clear Street Light,BROOKLYN,133
Overgrown Tree/Branches,Clear Street Light,MANHATTAN,26
Overgrown Tree/Branches,Clear Street Light,QUEENS,179
Overgrown Tree/Branches,Clear Street Light,STATEN ISLAND,50
Overgrown Tree/Branches,Clear Street Light,Unspecified,20
Overgrown Tree/Branches,Dead Branches in Tree,BRONX,102
Overgrown Tree/Branches,Dead Branches in Tree,BROOKLYN,782
Overgrown Tree/Branches,Dead Branches in Tree,MANHATTAN,108
Overgrown Tree/Branches,Dead Branches in Tree,QUEENS,952
Overgrown Tree/Branches,Dead Branches in Tree,STATEN ISLAND,311
Overgrown Tree/Branches,Dead Branches in Tree,Unspecified,49
Overgrown Tree/Branches,Hitting Building,BRONX,392
Overgrown Tree/Branches,Hitting Building,BROOKLYN,1759
Overgrown Tree/Branches,Hitting Building,MANHATTAN,208
Overgrown Tree/Branches,Hitting Building,QUEENS,1876
Overgrown Tree/Branches,Hitting Building,STATEN ISLAND,380
Overgrown Tree/Branches,Hitting Building,Unspecified,36
Overgrown Tree/Branches,Hitting Power/Phone Lines,BRONX,373
Overgrown Tree/Branches,Hitting Power/Phone Lines,BROOKLYN,811
Overgrown Tree/Branches,Hitting Power/Phone Lines,MANHATTAN,7
Overgrown Tree/Branches,Hitting Power/Phone Lines,QUEENS,1404
Overgrown Tree/Branches,Hitting Power/Phone Lines,STATEN ISLAND,706
Overgrown Tree/Branches,Hitting Power/Phone Lines,Unspecified,32
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,BRONX,23
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,BROOKLYN,102
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,MANHATTAN,22
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,QUEENS,87
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,STATEN ISLAND,56
Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Unspecified,44
PAINT/PLASTER,CABINET,BRONX,41
PAINT/PLASTER,CABINET,BROOKLYN,38
PAINT/PLASTER,CABINET,MANHATTAN,21
PAINT/PLASTER,CABINET,QUEENS,14
PAINT/PLASTER,CABINET,STATEN ISLAND,3
PAINT/PLASTER,CEILING,BRONX,2355
PAINT/PLASTER,CEILING,BROOKLYN,2093
PAINT/PLASTER,CEILING,MANHATTAN,1197
PAINT/PLASTER,CEILING,QUEENS,624
PAINT/PLASTER,CEILING,STATEN ISLAND,107
PAINT/PLASTER,DOOR/FRAME,BRONX,49
PAINT/PLASTER,DOOR/FRAME,BROOKLYN,51
PAINT/PLASTER,DOOR/FRAME,MANHATTAN,23
PAINT/PLASTER,DOOR/FRAME,QUEENS,13
PAINT/PLASTER,RADIATOR,BRONX,92
PAINT/PLASTER,RADIATOR,BROOKLYN,43
PAINT/PLASTER,RADIATOR,MANHATTAN,26
PAINT/PLASTER,RADIATOR,QUEENS,15
PAINT/PLASTER,RADIATOR,STATEN ISLAND,2
PAINT/PLASTER,WALL,BRONX,1953
PAINT/PLASTER,WALL,BROOKLYN,1671
PAINT/PLASTER,WALL,MANHATTAN,1058
PAINT/PLASTER,WALL,QUEENS,540
PAINT/PLASTER,WALL,STATEN ISLAND,120
PAINT/PLASTER,WINDOW/FRAME,BRONX,61
PAINT/PLASTER,WINDOW/FRAME,BROOKLYN,62
PAINT/PLASTER,WINDOW/FRAME,MANHATTAN,26
PAINT/PLASTER,WINDOW/FRAME,QUEENS,20
PAINT/PLASTER,WINDOW/FRAME,STATEN ISLAND,4
PLUMBING,BASIN/SINK,BRONX,1456
PLUMBING,BASIN/SINK,BROOKLYN,1352
PLUMBING,BASIN/SINK,MANHATTAN,750
PLUMBING,BASIN/SINK,QUEENS,410
PLUMBING,BASIN/SINK,STATEN ISLAND,99
PLUMBING,BATHTUB/SHOWER,BRONX,1085
PLUMBING,BATHTUB/SHOWER,BROOKLYN,954
PLUMBING,BATHTUB/SHOWER,MANHATTAN,602
PLUMBING,BATHTUB/SHOWER,QUEENS,347
PLUMBING,BATHTUB/SHOWER,STATEN ISLAND,64
PLUMBING,BOILER,BRONX,10
PLUMBING,BOILER,BROOKLYN,9
PLUMBING,BOILER,MANHATTAN,6
PLUMBING,BOILER,QUEENS,2
PLUMBING,BOILER,STATEN ISLAND,1
PLUMBING,RADIATOR,BRONX,145
PLUMBING,RADIATOR,BROOKLYN,146
PLUMBING,RADIATOR,MANHATTAN,114
PLUMBING,RADIATOR,QUEENS,35
PLUMBING,RADIATOR,STATEN ISLAND,4
PLUMBING,SEWER,BRONX,10
PLUMBING,SEWER,BROOKLYN,12
PLUMBING,SEWER,MANHATTAN,5
PLUMBING,SEWER,QUEENS,9
PLUMBING,SEWER,STATEN ISLAND,2
PLUMBING,STEAM PIPE/RISER,BRONX,163
PLUMBING,STEAM PIPE/RISER,BROOKLYN,136
PLUMBING,STEAM PIPE/RISER,MANHATTAN,90
PLUMBING,STEAM PIPE/RISER,QUEENS,46
PLUMBING,STEAM PIPE/RISER,STATEN ISLAND,9
PLUMBING,TOILET,BRONX,842
PLUMBING,TOILET,BROOKLYN,699
PLUMBING,TOILET,MANHATTAN,483
PLUMBING,TOILET,QUEENS,344
PLUMBING,TOILET,STATEN ISLAND,69
PLUMBING,WATER SUPPLY,BRONX,1568
PLUMBING,WATER SUPPLY,BROOKLYN,1252
PLUMBING,WATER SUPPLY,MANHATTAN,1088
PLUMBING,WATER SUPPLY,QUEENS,656
PLUMBING,WATER SUPPLY,STATEN ISLAND,97
PLUMBING,WATER SUPPLY,Unspecified,1
Peeling Paint,Peeling Paint Inside Home,BRONX,9
Peeling Paint,Peeling Paint Inside Home,BROOKLYN,11
Peeling Paint,Peeling Paint Inside Home,MANHATTAN,2
Peeling Paint,Peeling Paint Inside Home,QUEENS,9
Peeling Paint,Peeling Paint Inside Home,STATEN ISLAND,1
Pet Shop,Dogs or Cats Not Sold,BRONX,1
Pet Shop,Dogs or Cats Not Sold,BROOKLYN,2
Pet Shop,Dogs or Cats Not Sold,MANHATTAN,2
Pet Shop,Dogs or Cats Not Sold,QUEENS,10
Pet Shop,Dogs or Cats Sold,BRONX,6
Pet Shop,Dogs or Cats Sold,BROOKLYN,6
Pet Shop,Dogs or Cats Sold,MANHATTAN,7
Pet Shop,Dogs or Cats Sold,QUEENS,11
Pet Shop,Dogs or Cats Sold,STATEN ISLAND,1
Plant,DRY WEATHER DISCHARGE - DWD,BRONX,2
Plant,DRY WEATHER DISCHARGE - DWD,BROOKLYN,4
Plant,DRY WEATHER DISCHARGE - DWD,MANHATTAN,1
Plant,DRY WEATHER DISCHARGE - DWD,QUEENS,2
Plant,Plants- Noise Related Problems (PN1),BROOKLYN,1
Plant,Plants- Noise Related Problems (PN1),QUEENS,1
Plant,Plants- Odor Related Problems (PO1),BROOKLYN,21
Plant,Plants- Odor Related Problems (PO1),MANHATTAN,1
Plant,Plants- Odor Related Problems (PO1),QUEENS,10
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),BRONX,60
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),BROOKLYN,197
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),MANHATTAN,57
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),QUEENS,118
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),STATEN ISLAND,41
Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),Unspecified,1
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,BRONX,29
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,BROOKLYN,57
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,MANHATTAN,20
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,QUEENS,54
Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,STATEN ISLAND,8
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,BRONX,38
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,BROOKLYN,59
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,MANHATTAN,12
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,QUEENS,64
Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,STATEN ISLAND,10
Plumbing,Plumbing-Defective/Leaking/Not Maintained,BRONX,44
Plumbing,Plumbing-Defective/Leaking/Not Maintained,BROOKLYN,41
Plumbing,Plumbing-Defective/Leaking/Not Maintained,MANHATTAN,30
Plumbing,Plumbing-Defective/Leaking/Not Maintained,QUEENS,38
Plumbing,Plumbing-Defective/Leaking/Not Maintained,STATEN ISLAND,13
Plumbing,Sprinkler System - Inadequate,BRONX,1
Plumbing,Sprinkler System - Inadequate,BROOKLYN,8
Plumbing,Sprinkler System - Inadequate,MANHATTAN,8
Plumbing,Sprinkler System - Inadequate,QUEENS,10
Plumbing,Sprinkler System - Inadequate,STATEN ISLAND,1
Posting Advertisement,Building,BROOKLYN,8
Posting Advertisement,Building,MANHATTAN,5
Posting Advertisement,Building,QUEENS,3
Posting Advertisement,Vehicle,BRONX,1
Posting Advertisement,Vehicle,BROOKLYN,3
Posting Advertisement,Vehicle,QUEENS,5
Public Payphone Complaint,Damaged Telephone,BRONX,1
Public Payphone Complaint,Damaged Telephone,BROOKLYN,5
Public Payphone Complaint,Damaged Telephone,MANHATTAN,25
Public Payphone Complaint,Damaged Telephone,QUEENS,6
Public Payphone Complaint,Damaged Telephone,Unspecified,24
Public Payphone Complaint,Graffiti/Litter on Phone,BRONX,2
Public Payphone Complaint,Graffiti/Litter on Phone,MANHATTAN,21
Public Payphone Complaint,Graffiti/Litter on Phone,QUEENS,5
Public Payphone Complaint,Graffiti/Litter on Phone,Unspecified,18
Public Payphone Complaint,No Dial Tone,BRONX,2
Public Payphone Complaint,No Dial Tone,MANHATTAN,2
Public Payphone Complaint,No Dial Tone,Unspecified,1
Public Payphone Complaint,Phone Blocking Sidewalk,BRONX,1
Public Payphone Complaint,Phone Blocking Sidewalk,MANHATTAN,5
Public Payphone Complaint,Phone Blocking Sidewalk,QUEENS,3
Public Payphone Complaint,Phone Blocking Sidewalk,Unspecified,4
Public Toilet,Damaged Other,BROOKLYN,4
Public Toilet,Damaged Other,STATEN ISLAND,1
Public Toilet,Damaged Toilet/Sink,MANHATTAN,1
Public Toilet,Dirty/Graffiti,BRONX,1
Public Toilet,Dirty/Graffiti,MANHATTAN,2
Public Toilet,Dirty/Graffiti,QUEENS,1
Public Toilet,New Automatic Public Toilet Request,BRONX,1
Public Toilet,New Automatic Public Toilet Request,BROOKLYN,4
Public Toilet,New Automatic Public Toilet Request,MANHATTAN,4
Public Toilet,New Automatic Public Toilet Request,QUEENS,2
Radioactive Material,Contamination Risk,BRONX,1
Radioactive Material,Contamination Risk,BROOKLYN,1
Radioactive Material,Contamination Risk,MANHATTAN,1
Radioactive Material,Contamination Risk,QUEENS,1
Radioactive Material,User Unlicensed,QUEENS,1
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,BRONX,10
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,BROOKLYN,21
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,MANHATTAN,4
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,QUEENS,10
Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,STATEN ISLAND,14
Recycling Enforcement,ER2 Resident Recyc. (Tenant),BRONX,1
Recycling Enforcement,ER2 Resident Recyc. (Tenant),BROOKLYN,12
Recycling Enforcement,ER2 Resident Recyc. (Tenant),MANHATTAN,4
Recycling Enforcement,ER2 Resident Recyc. (Tenant),QUEENS,9
Recycling Enforcement,ER2 Resident Recyc. (Tenant),STATEN ISLAND,3
Recycling Enforcement,ER4 City Agency (Inst. Recycling),MANHATTAN,1
Recycling Enforcement,ER4 City Agency (Inst. Recycling),QUEENS,1
Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),BROOKLYN,1
Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),MANHATTAN,4
Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),QUEENS,2
Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),BRONX,1
Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),BROOKLYN,2
Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),MANHATTAN,3
Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),QUEENS,1
Recycling Enforcement,ER6 Comm. Recyc. (Comm. Tenant),STATEN ISLAND,1
Rodent,Condition Attracting Rodents,BRONX,624
Rodent,Condition Attracting Rodents,BROOKLYN,1181
Rodent,Condition Attracting Rodents,MANHATTAN,538
Rodent,Condition Attracting Rodents,QUEENS,790
Rodent,Condition Attracting Rodents,STATEN ISLAND,248
Rodent,Condition Attracting Rodents,Unspecified,1
Rodent,Mouse Sighting,BRONX,380
Rodent,Mouse Sighting,BROOKLYN,453
Rodent,Mouse Sighting,MANHATTAN,398
Rodent,Mouse Sighting,QUEENS,258
Rodent,Mouse Sighting,STATEN ISLAND,69
Rodent,Rat Sighting,BRONX,1449
Rodent,Rat Sighting,BROOKLYN,3515
Rodent,Rat Sighting,MANHATTAN,2314
Rodent,Rat Sighting,QUEENS,1615
Rodent,Rat Sighting,STATEN ISLAND,392
Rodent,Rodent Bite - PCS Only,BRONX,2
